baseStoryId,baseStoryTitle,contentWorld,contentLabel,sourceSensitivityTier,primaryValue,supportingValue,carryingWordSeed,ageBandCoverage,plannedExperienceCount,sourceSummary,parentSourceNote,authenticityRisk,ritualPotential,parentMirrorPotential,bedtimePotential,releasePhase,releasePriority,reviewStatus,notes
"BSI-0414","nature gratitude family school story seed 14","nature_gratitude_family_school","everyday_values_story","tier_5_everyday_modern","respect","service","respect","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","public_beta","P2","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0415","nature gratitude family school story seed 15","nature_gratitude_family_school","everyday_values_story","tier_5_everyday_modern","curiosity","wisdom","curiosity","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","high","medium","high","later_phase","P3","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0416","nature gratitude family school story seed 16","nature_gratitude_family_school","everyday_values_story","tier_5_everyday_modern","responsibility","humility","responsibility","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","high","medium","private_alpha","P3","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0417","nature gratitude family school story seed 17","nature_gratitude_family_school","everyday_values_story","tier_5_everyday_modern","calm","compassion","calm","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","public_beta","P3","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0418","nature gratitude family school story seed 18","nature_gratitude_family_school","everyday_values_story","tier_5_everyday_modern","self-control","discipline","self-control","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","high","medium","medium","later_phase","P3","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0419","nature gratitude family school story seed 19","nature_gratitude_family_school","everyday_values_story","tier_5_everyday_modern","wisdom","service","wisdom","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","private_alpha","P3","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0420","nature gratitude family school story seed 20","nature_gratitude_family_school","everyday_values_story","tier_5_everyday_modern","service","wisdom","service","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","high","high","public_beta","P1","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0421","nature gratitude family school story seed 21","nature_gratitude_family_school","everyday_values_story","tier_5_everyday_modern","kindness","humility","kindness","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","high","medium","medium","later_phase","P1","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0422","nature gratitude family school story seed 22","nature_gratitude_family_school","everyday_values_story","tier_5_everyday_modern","courage","compassion","courage","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","private_alpha","P2","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0423","nature gratitude family school story seed 23","nature_gratitude_family_school","everyday_values_story","tier_5_everyday_modern","truth","discipline","truth","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","public_beta","P2","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0424","nature gratitude family school story seed 24","nature_gratitude_family_school","everyday_values_story","tier_5_everyday_modern","patience","service","patience","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","high","high","medium","later_phase","P2","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0425","nature gratitude family school story seed 25","nature_gratitude_family_school","everyday_values_story","tier_5_everyday_modern","gratitude","wisdom","gratitude","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","high","private_alpha","P3","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0426","nature gratitude family school story seed 26","nature_gratitude_family_school","everyday_values_story","tier_5_everyday_modern","humility","humility","humility","ages_3_5|ages_6_8|ages_9_12","3","Original Little Dharma values-first concept; no canonical claim.","Parent note: values-based original family story for reflection practice; not a scripture quotation.","low","medium","medium","medium","public_beta","P3","approved_for_private_beta","Index-only base concept for Sprint 39; full story writing deferred."
